area_code,year,life_expectancy,imd_score,imd_decile,physiological_score,behavioural_score
E10000013,2016,81.99165659317815,14.932,9,101.4,106.4
E10000013,2017,82.325,14.932,9,101.5,106
E10000013,2018,82.00999999999999,14.932,9,99.5,105.1
E10000014,2015,82.79983,12.693,9,100.7,108.9
E10000014,2016,82.8003203366959,12.693,9,99.8,109.1
E10000014,2017,83.03,12.693,9,99.2,108.7
E10000014,2018,83,12.693,9,96.9,107.8
E10000015,2015,82.59648,12.732,9,106.6,109
E10000015,2016,82.5924274699195,12.732,9,105.7,110.4
E10000015,2017,82.61,12.732,9,105.5,106.5
E10000015,2018,82.42500000000001,12.732,9,104.3,105.3
E10000016,2015,81.62885,19.538,7,99.8,103.1
E10000016,2016,81.6474303471204,19.538,7,99.2,105.9
E10000016,2017,81.74000000000001,19.538,7,97.6,106.8
E10000016,2018,81.445,19.538,7,97.3,106.1
E10000017,2015,80.39787,23.443,5,96.6,94.4
E10000017,2016,80.3646102822493,23.443,5,95.3,96.4
E10000017,2017,80.41499999999999,23.443,5,95.2,97.5
E10000017,2018,80.125,23.443,5,94,97.2
E10000018,2015,82.4375,12.33,9,99.3,103.3
E10000018,2016,82.44276602689209,12.33,9,99.1,105.2
E10000018,2017,82.58500000000001,12.33,9,97,106.3
E10000018,2018,82.25999999999999,12.33,9,98,104.6
E10000019,2015,81.151335,20.29,6,88.6,102.1
E10000019,2016,81.04457292703725,20.29,6,87.9,102.5
E10000019,2017,81.10499999999999,20.29,6,90.1,101.5
E10000019,2018,80.91,20.29,6,88.3,99.9
E10000020,2015,81.917385,21.183,6,95.4,100.7
E10000020,2016,81.93856177576005,21.183,6,94.7,102.9
E10000020,2017,82.095,21.183,6,95.1,102.9
E10000020,2018,81.91999999999999,21.183,6,94.6,101.3
E10000021,2015,81.16311999999999,18.605,7,98.4,97.2
E10000021,2016,81.1772997899771,18.605,7,97.4,96.1
E10000021,2017,81.25999999999999,18.605,7,95.8,94.9
E10000023,2015,82.41887,14.762,9,98.8,105.4
E10000023,2016,82.41704218953984,14.762,9,97.9,105.3
E10000023,2017,82.495,14.762,9,98.3,103.2
E10000023,2018,82.35499999999999,14.762,9,95.7,102.5
E10000024,2015,81.049815,18.999,7,94.9,98.6
E10000024,2016,81.1510967431914,18.999,7,94.3,100.7
E10000024,2017,81.16999999999999,18.999,7,94.6,101
E10000024,2018,81.08,18.999,7,90.8,99.9
E10000025,2015,83.08087499999999,11.656,10,113.1,109.4
E10000025,2016,83.1813597790422,11.656,10,113,112.8
E10000025,2017,83.31,11.656,10,111.7,114.5
E10000025,2018,83.20500000000001,11.656,10,109.3,111.8
E10000027,2015,82.220535,18.553,7,97.2,101.9
E10000027,2016,82.26229005419445,18.553,7,96.4,105.1
E10000027,2017,82.465,18.553,7,93.7,102.2
E10000027,2018,82.245,18.553,7,88.6,96.7
E10000028,2015,81.30750499999999,16.567,8,92.4,98.4
E10000028,2016,81.40044804559241,16.567,8,91.8,97.8
E10000028,2017,81.565,16.567,8,91.7,99.3
E10000028,2018,81.21000000000001,16.567,8,90.3,95.9
E10000029,2015,82.49447,18.46,7,97.2,102.5
E10000029,2016,82.44257641140564,18.46,7,96.4,104.1
E10000029,2017,82.58,18.46,7,97.6,106.3
E10000029,2018,82.405,18.46,7,94.1,103.6
E10000030,2015,83.14450500000001,10.087,10,108.9,110.4
E10000030,2016,83.43238763486289,10.087,10,108.6,112.8
E10000030,2017,83.735,10.087,10,109.4,112.8
E10000030,2018,83.36500000000001,10.087,10,109.2,111.1
E10000031,2015,81.749575,15.64,8,99.6,105.9
E10000031,2016,81.776160657346,15.64,8,99.2,107.2
E10000031,2017,81.96,15.64,8,100.7,103.6
E10000031,2018,81.565,15.64,8,97.4,99.9
E10000032,2015,82.335215,14.429,9,99.2,107.6
E10000032,2016,82.4769675950579,14.429,9,98.4,107.6
E10000032,2017,82.54499999999999,14.429,9,98.3,107.5
E10000032,2018,82.44,14.429,9,95.9,105.3
E10000034,2015,81.91526999999999,18.089,7,95.1,105.3
E10000034,2016,81.96455647964746,18.089,7,94.6,108.4
E10000034,2017,81.96000000000001,18.089,7,93.9,103.6
E10000034,2018,81.745,18.089,7,90.8,104.6
