area_name,area_code,low_income_children,ltc_employment_gap,ltc_working,sickness_absence,homelessness,fuel_poverty,loneliness,low_birth_weight,child_injury_admissions,self_harm_admissions,inactive_adults,suicide_rate,imd_score,imd_decile
Cheshire East,E06000049,11.470983398450754,10.295095979994974,62.4519046298383,1.1895535376624753,8.213502368434014,10.843258510477451,20.7234369574597,2.191099683063799,116.22831820709538,217.02505913550823,19.228727500176067,9.413170870579727,14.475,7
Cheshire West and Chester,E06000050,14.955883052857454,11.93637648843293,71.36989998206519,1.0766808851409206,11.436228753520567,11.943051884870549,18.1252092309523,2.243897100048857,121.6091726870463,204.3078360087189,19.928116475217518,9.777718990982391,18.083,6
Chesterfield,E07000034,20.129923534169937,8.955188886151301,68.18337892512355,1.239349062050184,12.250044302096633,15.3594261450811,17.650266282736,2.519943431043232,106.45055299184459,426.23104507358465,20.612655493294916,13.032778460381026,24.926,3
Chichester,E07000225,11.579442842975636,10.454099438230008,63.33915748500315,0.8109011617212644,5.07454974904045,8.24929150796762,21.4461725048176,1.9940586612470739,137.31591904657563,221.19793131914173,17.9344578894264,12.180910309335786,14.085,8
Chorley,E07000118,12.549323067674372,14.99825346821181,52.7037169694773,1.7106035809232498,13.752567384460967,11.7116464912216,23.4705263605238,2.2793707014831295,129.93105075434673,221.04457719886656,21.2100039560047,13.05975502576417,16.863,6
Colchester,E07000071,15.836505850269646,11.132589172398992,63.84260353985515,0.8225535492714818,9.172159515368744,13.08290992243095,21.9903976337604,2.754704695137212,102.28852874254433,216.88368644516706,19.10247554810825,13.398131076343242,16.778,6
Copeland,E07000029,17.3166384480796,12.293255991173547,60.140638581258855,1.7516434484399857,10.16498496613603,15.165061537531251,19.7996438673925,2.671598486284137,139.42570885647976,275.4305922585587,23.00970790179295,17.925274508128414,25.012,3
Cornwall,E06000052,17.491944831810738,12.247241212907756,62.26162596263645,1.1458132193236774,11.55717575233345,12.0615769616949,18.6174354578989,2.5138316365771463,96.86546081534517,229.50650075608215,18.820026986564002,13.664702341261867,23.072,4
Cotswold,E07000079,9.232911397496926,9.227022519857048,73.3185912169031,1.2932138915414435,5.337004608120093,10.2308815739868,18.9004188390478,2.0210657343301754,79.62008381173669,177.52577801237769,17.236744032204083,13.628480537770155,11.061,9
County Durham,E06000047,21.861730245415472,16.203608386196823,57.373442596088395,1.6617032842126858,11.682676877560649,15.1263921897716,19.4320477440715,2.7603922774752205,154.36134681744423,241.59571744719878,25.332251960584866,12.73328596202266,26.793,3
Coventry,E08000026,24.8849576803101,11.943508900767556,61.380611858147,1.4246054678744269,15.994751516648133,19.5378449068704,26.5775506377059,3.099543602211006,162.387860493137,241.81441631643654,26.82474543403195,10.43072174832837,25.613,3
Craven,E07000163,8.35538608861234,11.990650558075759,67.3486886926876,1.2611314677461964,4.355030000469727,15.53182049001145,15.3620185338411,1.909391919700375,103.44271803559795,187.33773233736477,16.722068306755567,14.167622459004939,12.76,8
Crawley,E07000226,17.262229755437335,6.998543996471166,84.4059969996055,1.1051149976027375,14.994297229410167,7.826002433119376,20.126813116828,2.842114205766579,92.86043356630269,216.96030715996247,23.2792509975758,11.716726006744617,18.94,5
Croydon,E09000008,23.260862939623717,12.140583815812967,63.4472652528777,1.3360168330856386,15.860644758427,14.59893684016305,16.6396422675657,3.268386402415897,83.76099160100958,116.52511507886112,23.618026065768333,7.809776543508604,22.477,4
Dacorum,E07000096,13.397926451898881,7.084518807966607,81.8372116184023,1.0187589957431145,10.715522332885566,11.028115404935,23.9942194929522,2.3897309557861193,73.15044203337703,114.21906684647519,19.4407345484303,9.817448224702051,13.004,8
Darlington,E06000005,20.495534957870465,13.592117751572776,63.209514289458156,1.3544800807790205,15.158144137233,13.694182810828199,27.5079336444633,2.407070940297273,150.3302799439994,264.19709203740325,24.380001417556752,15.765832957087754,25.657,3
Dartford,E07000107,15.565063785057244,5.539751773192558,62.9834164841429,1.7211423288721743,10.40789,7.91658424667394,22.8609837859838,2.4541795791808294,109.43691641685398,181.384937918851,23.036900267292967,13.449930665040391,18.812,5
Derby,E06000015,23.46332244034399,12.149667524682911,60.09928110122285,0.8454652742158648,22.686710304123235,15.99579886680905,22.028651064426,3.4735581163942366,64.42696804987835,270.30123500734464,22.83114652289265,10.631790875048955,26.323,3
Derbyshire Dales,E07000035,9.422281332743804,7.101200428779413,62.077962704346405,0.9567922689627729,7.4014311660944765,13.4710503201081,20.9332221243248,1.8099902189604287,74.55797787947056,192.58048503659734,16.334379409234018,12.355240857634195,11.895,9
Doncaster,E08000017,22.8195624717073,13.998080541651367,57.335731829535,1.7439786311117418,12.4658663124483,18.2761394569233,24.6460893996357,3.276627241142457,106.38392400329298,212.04909628835858,27.326629959253417,10.888080190978913,30.289,2
Dorset,E06000059,12.60319875637325,10.190019232111927,63.958121205968155,1.668889458856369,8.166524034723887,9.744633682938616,22.2741190544808,2.441872918111384,118.7225956315631,256.2439841710239,18.693462509162018,12.47644607217834,15.735,7
Dover,E07000108,19.795634515524892,10.197120177175329,66.1429328288889,1.1518906707184382,10.579553937032783,10.621875001748394,15.7029104137731,2.2602582100254813,82.498115002537,214.0979655849242,21.69809216261185,15.300266050636205,22.161,4
Dudley,E08000027,21.537511549555365,12.646653034933912,66.59040092289825,1.5263572021517662,12.67857511475015,17.115579465117698,22.0804211903175,3.422112622843636,93.60163425185165,197.25281783501168,27.60523332643465,9.268109989763033,24.103,3
Ealing,E09000009,24.439881230475354,8.660901034622547,68.27260568228685,1.3396993990425885,20.5532610156746,12.775949795714201,26.3679812478241,3.3058499215299713,73.42790271874559,108.24671045130934,25.651940061911517,9.299070669068932,22.71,4
East Cambridgeshire,E07000009,10.149795906358534,4.628870069231109,80.9886523740553,1.3770491961290023,10.36601778765745,13.15863371104515,20.4133880337291,2.2724025920003723,61.51866510771869,223.33692331182021,21.188650538473333,9.471290435478952,11.507,9
East Devon,E07000040,10.922128827868805,12.020606886956475,69.102433595203,1.3363227548981946,9.23743733797443,10.039458468712464,22.462423700893,2.294734110978308,103.97880172748235,210.87913233412914,16.713074009048,11.544000212507541,12.764,8
East Hampshire,E07000085,8.653558251479962,7.699374274234333,73.27691508875989,1.299200061279845,5.424300438926753,6.420773934895864,13.795945282852,2.0581451474495593,90.35058648756723,178.17373153790075,15.64013367048555,11.015363017342361,10.284,10
East Hertfordshire,E07000242,8.331429154812064,9.765494704465954,66.04838242244256,0.9581069910018639,7.978006078343326,10.20679461862715,16.4384070492472,2.0609249684412094,79.54385701689966,82.94887553863327,17.78065225634845,8.754180947357453,8.188,10
East Lindsey,E07000137,20.728264552563964,13.124474515876333,49.825684240021644,1.521359363810519,11.3619759431666,15.434083698312051,14.5638800792346,2.6968968503427644,101.07038638545254,202.7716298786897,25.428003860501583,13.685984367254498,29.892,2
East Riding of Yorkshire,E06000011,12.2728617660967,10.519763645467831,68.36736729179219,1.2654992946015846,3.777924056237523,14.30472291857675,13.8632305424829,1.923486073612828,95.77058940535237,154.7466015554703,24.488569401086966,9.908980145515505,15.605,7
East Staffordshire,E07000193,15.681524669363345,9.812459733681125,68.74897671396289,1.7963291907946168,5.597571039738574,16.560944107751048,25.675747254092,2.7738646581575175,99.09556469276646,209.85100549600128,23.52597542745805,11.58043283883334,19.028,5
East Suffolk,E07000244,15.7416242321306,8.84844110964683,67.0313593726006,0.9709959150393137,11.151331848698517,14.6322813758715,14.2674103518173,2.4299124631020326,90.74341721603666,194.04129643721575,21.13407818069345,11.098407314355736,19.56,5
Eastbourne,E07000061,20.22192806082899,13.076295657961682,62.1892965022347,1.3447452563575844,12.2085617104149,9.384858137243011,15.2655490028543,2.5078544517492856,112.13951346663556,217.04482357931656,25.457581478387766,16.825108022878382,22.11,4
Eastleigh,E07000086,10.18385253913563,8.739950359712374,73.97442855307605,0.9732675486565414,5.65931231806793,6.538473903031244,23.2803744689478,2.1508719965688337,100.6901784303801,192.98604067168543,18.91676824592225,9.068876600028979,10.192,10
Eden,E07000030,8.721508361890242,10.89292567026148,61.6655674712885,1.138287974440049,5.814323428951863,13.794060469308999,22.0745345003815,2.240588425553432,98.81820473693205,129.51097338064616,18.494626783768634,11.95288921618312,16.328,6
Elmbridge,E07000207,8.743787020757164,9.102191877513814,68.18634147525759,1.170944723692022,5.8202766249163735,5.671126168327115,14.2960343380834,2.021460498978253,78.70529901295639,127.97479154464605,16.445071571945366,10.068313681244538,7.944,10
Enfield,E09000010,30.472201202368662,13.178875802056218,56.046876051728646,1.0952877552100242,16.779697753911165,14.404307564388148,25.7365924048106,3.357942781385311,76.82674905659508,72.65063550466965,25.239365278458585,7.096437201335343,25.781,3
Epping Forest,E07000072,14.191722572124009,9.764648780376497,74.96718555187846,1.090083340132077,7.18571566761327,11.2019042603855,15.0974719407848,2.3732477448066667,81.12860029750445,94.06003817966366,19.321941573810633,9.727468955698269,15.068,7
Epsom and Ewell,E07000208,8.77950374857486,7.91342443826933,74.43949067659736,0.7014750178366305,7.9689073975521065,6.874974518224359,21.9759728013511,2.2394892652839458,87.74273110115746,160.27910425135275,17.210714535285366,11.85116963065023,8.833,10
